[ 2014-10-05T22:37:11+08:00 ] /index.php/Tree/KaiBoLuo/RID/1/TPL/0/FID/1 | INFO: Tag[ route_check ] --START--
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/codys/Urlsz/5 | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/codys/Urlsz/5 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001189s ]
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/codys/Urlsz/5 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001263s ]
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/codys/Urlsz/5 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/codys/Urlsz/5 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/codys/Urlsz/5 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007433s ]
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/codys/Urlsz/5 | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000274s ]
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/codys/Urlsz/5 | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005998s ]
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/codys/Urlsz/5 | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000204s ]
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/codys/Urlsz/5 | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/codys/Urlsz/5 | NOTIC: [8] Undefined index:  Urlsz TreeAction.class.php 第 99 行.
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/Tree2 | INFO: Tag[ route_check ] --START--
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/Tree2 | INFO: Run CheckRoute Behavior [ RunTime:0.001476s ]
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/Tree2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001575s ]
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/Tree2 | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/Tree2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004762s ]
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/Tree2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004840s ]
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/Tree2 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T23:06:42+08:00 ] /index.php/Tree/Tree2 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007258s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000273s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.002295s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000202s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000311s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | SQL: SELECT `i4` FROM `xt_fee` LIMIT 1   [ RunTime:0.000177s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | SQL: SELECT * FROM `xt_fck` LIMIT 1   [ RunTime:0.000463s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined index:  ID TreeAction.class.php 第 427 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined index:  UserID TreeAction.class.php 第 429 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | SQL: SELECT * FROM `xt_fck` WHERE ( `ID` = '1' ) AND ( id>=1 ) LIMIT 1   [ RunTime:0.000467s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined index:  uLev TreeAction.class.php 第 491 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined variable: Nums TreeAction.class.php 第 497 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | SQL: SELECT * FROM `xt_fck` WHERE father_id=1 And p_level-0<=3 And treeplace<2 Order By treeplace Asc  [ RunTime:0.000575s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined variable: ColorUA TreeAction.class.php 第 617 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | SQL: SELECT * FROM `xt_fck` WHERE father_id=297 And p_level-0<=3 And treeplace<2 Order By treeplace Asc  [ RunTime:0.004113s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [2] Invalid argument supplied for foreach() TreeAction.class.php 第 560 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined variable: Nums TreeAction.class.php 第 627 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined offset:  15 TreeAction.class.php 第 647 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined offset:  7 TreeAction.class.php 第 647 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined offset:  7 TreeAction.class.php 第 647 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined offset:  3 TreeAction.class.php 第 647 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined offset:  3 TreeAction.class.php 第 647 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined offset:  3 TreeAction.class.php 第 647 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Undefined offset:  3 TreeAction.class.php 第 647 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | NOTIC: [8] Use of undefined constant __PUBLIC__ - assumed '__PUBLIC__' TreeAction.class.php 第 663 行.
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | SQL: SELECT `s10` FROM `xt_fee` LIMIT 1   [ RunTime:0.000167s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Tag[ view_template ] --START--
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Run LocationTemplate Behavior [ RunTime:0.001520s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001619s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Run ParseTemplate Behavior [ RunTime:0.028759s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028845s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Run ContentReplace Behavior [ RunTime:0.001047s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Run TokenBuild Behavior [ RunTime:0.004360s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000816s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Run ShowRuntime Behavior [ RunTime:0.001078s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007539s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Tag[ view_end ] --START--
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001040s ]
[ 2014-10-05T23:06:43+08:00 ] /index.php/Tree/Tree2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001115s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | INFO: Tag[ route_check ] --START--
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001530s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001629s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001174s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001248s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007621s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000304s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.002329s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000212s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/cody/c_id/1 | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.003785s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | INFO: Tag[ route_check ] --START--
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001464s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001564s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001334s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.005118s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007858s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000463s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006174s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000283s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000275s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/codys/Urlsz/1 | NOTIC: [8] Undefined index:  Urlsz YouZiAction.class.php 第 36 行.
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/auditMenber | INFO: Tag[ route_check ] --START--
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/auditMenber | INFO: Run CheckRoute Behavior [ RunTime:0.002024s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/auditMenber | INFO: Tag[ route_check ] --END-- [ RunTime:0.002126s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/auditMenber | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/auditMenber | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001203s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/auditMenber | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001277s ]
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/auditMenber | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T23:06:46+08:00 ] /index.php/YouZi/auditMenber | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.003801s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000285s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005997s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000202s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000203s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | NOTIC: [8] Undefined index:  UserID YouZiAction.class.php 第 350 行.
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | SQL: SELECT COUNT(*) AS tp_count FROM `xt_fck` WHERE ( `is_pay` = 0 ) LIMIT 1   [ RunTime:0.000271s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | SQL: SELECT * FROM `xt_fck` WHERE ( `is_pay` = 0 ) ORDER BY is_pay,id,rdt desc LIMIT 0,10   [ RunTime:0.000609s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000305s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Tag[ view_template ] --START--
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Run LocationTemplate Behavior [ RunTime:0.001529s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Tag[ view_template ] --END-- [ RunTime:0.001611s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Run ParseTemplate Behavior [ RunTime:0.028669s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028754s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Run ContentReplace Behavior [ RunTime:0.004675s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Run TokenBuild Behavior [ RunTime:0.000662s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000805s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Run ShowRuntime Behavior [ RunTime:0.001102s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007452s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Tag[ view_end ] --START--
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Run ShowPageTrace Behavior [ RunTime:0.001046s ]
[ 2014-10-05T23:06:47+08:00 ] /index.php/YouZi/auditMenber | INFO: Tag[ view_end ] --END-- [ RunTime:0.001143s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | INFO: Tag[ route_check ] --START--
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | INFO: Run CheckRoute Behavior [ RunTime:0.004753s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | INFO: Tag[ route_check ] --END-- [ RunTime:0.004856s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001183s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001259s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.003710s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000260s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006000s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000219s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000204s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007188s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SHOW COLUMNS FROM `xt_gouwu` [ RunTime:0.001814s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SELECT * FROM `xt_fee` LIMIT 1   [ RunTime:0.000330s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SHOW COLUMNS FROM `xt_orders` [ RunTime:0.000970s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SELECT * FROM `xt_fck` WHERE ( `id` IN ('297') ) AND ( `is_pay` = 0 ) ORDER BY id asc  [ RunTime:0.000591s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: UPDATE `xt_fck` SET `day_feng`=0,_times=1412438400 WHERE _times !=1412438400 [ RunTime:0.000283s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | NOTIC: [2] mysql_num_rows(): supplied argument is not a valid MySQL result resource DbMysql.class.php 第 132 行.
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | NOTIC: [2] mysql_free_result(): supplied argument is not a valid MySQL result resource DbMysql.class.php 第 97 行.
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SELECT * FROM `xt_fck` WHERE ( `is_pay` = 0 ) AND ( `id` = '1' ) LIMIT 1   [ RunTime:0.000454s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: update xt_fck set `re_nums`=re_nums+1,re_f4=re_f4+1 where `id`=1 [ RunTime:0.000238s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | NOTIC: [2] mysql_num_rows(): supplied argument is not a valid MySQL result resource DbMysql.class.php 第 132 行.
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | NOTIC: [2] mysql_free_result(): supplied argument is not a valid MySQL result resource DbMysql.class.php 第 97 行.
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: update xt_gouwu set lx=1 where uid=297 [ RunTime:0.000191s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | NOTIC: [2] mysql_num_rows(): supplied argument is not a valid MySQL result resource DbMysql.class.php 第 132 行.
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | NOTIC: [2] mysql_free_result(): supplied argument is not a valid MySQL result resource DbMysql.class.php 第 97 行.
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: update xt_fck set `is_pay`=1,`pdt`=1412521609,open=1,get_date=1412438400  where `id`=297 [ RunTime:0.000198s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | NOTIC: [2] mysql_num_rows(): supplied argument is not a valid MySQL result resource DbMysql.class.php 第 132 行.
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | NOTIC: [2] mysql_free_result(): supplied argument is not a valid MySQL result resource DbMysql.class.php 第 97 行.
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SELECT `treeplace`,`father_id` FROM `xt_fck` WHERE ( `id` = '297' ) LIMIT 1   [ RunTime:0.000205s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: update xt_fck Set `l`=l+1, `benqi_l`=benqi_l+1  where `id`=1 [ RunTime:0.000204s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SELECT `treeplace`,`father_id` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000186s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SELECT * FROM `xt_fck` WHERE id=297 LIMIT 1   [ RunTime:0.004100s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SELECT `s3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000187s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SELECT `id`,`u_level`,`user_id` FROM `xt_fck` WHERE id in (0,1,0) and is_fenh=0 ORDER BY pdt desc LIMIT 0,3   [ RunTime:0.000337s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: SHOW COLUMNS FROM `xt_history` [ RunTime:0.001595s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead FckModel.class.php 第 89 行.
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: INSERT INTO `xt_history` (`user_id`,`uid`,`action_type`,`pdt`,`epoints`,`bz`,`did`,`type`,`allp`) VALUES ('111','1',12,1412521609,30,12,0,1,0) [ RunTime:0.000219s ]
[ 2014-10-05T23:06:49+08:00 ] /index.php/YouZi/auditMenberAC | SQL: UPDATE xt_fck SET `b12`=b12+30 where `id`=1 [ RunTime:0.000205s ]
