[ 2014-10-10T16:34:13+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000894s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000640s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000718s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ view_template ] --START--
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000655s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000736s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Run ParseTemplate Behavior [ RunTime:0.009779s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.009916s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Run ContentReplace Behavior [ RunTime:0.000499s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Run TokenBuild Behavior [ RunTime:0.000522s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000321s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000538s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002097s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ view_end ] --START--
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000450s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000527s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/verify/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/verify/ | INFO: Run CheckRoute Behavior [ RunTime:0.000783s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/verify/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000888s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/verify/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/verify/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000640s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/verify/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000725s ]
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/verify/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/verify/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/verify/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-10T16:44:28+08:00 ] /ak911/index.php/Public/verify/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000708s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000836s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [8] Undefined variable: get CommonAction.class.php 第 159 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.009703s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000322s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006896s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000299s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008756s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT * FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000903s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000317s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: UPDATE `xt_fck` SET `day_feng`=0,_times=1412870400 WHERE _times !=1412870400 [ RunTime:0.009028s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [2] mysql_num_rows() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 132 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [2] mysql_free_result() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 97 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_bonus` [ RunTime:0.004927s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT SUM(b1) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412870400) AND (`e_date` < 1412956800)  ) LIMIT 1   [ RunTime:0.001929s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT SUM(b2) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412870400) AND (`e_date` < 1412956800)  ) LIMIT 1   [ RunTime:0.001400s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT SUM(b3) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412870400) AND (`e_date` < 1412956800)  ) LIMIT 1   [ RunTime:0.001392s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT SUM(b4) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412870400) AND (`e_date` < 1412956800)  ) LIMIT 1   [ RunTime:0.002000s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT SUM(b5) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412870400) AND (`e_date` < 1412956800)  ) LIMIT 1   [ RunTime:0.001460s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT SUM(b6) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412870400) AND (`e_date` < 1412956800)  ) LIMIT 1   [ RunTime:0.001353s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT `s2`,`i4`,`str29`,`str4`,`str5`,`str1` FROM `xt_fee` LIMIT 1   [ RunTime:0.000262s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.004997s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '1' ) AND ( `s_uid` = '1' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000363s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT `prem` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000255s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000327s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT `s11` FROM `xt_fee` LIMIT 1   [ RunTime:0.000135s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008745s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_xiaof` [ RunTime:0.004703s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | SQL: SELECT `id`,`user_id`,`agent_cf`,`re_path` FROM `xt_fck` WHERE is_pay>0 and agent_cf>=5|5|5|5|5  [ RunTime:0.004418s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 146 行.
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Tag[ view_template ] --START--
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.001094s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.001211s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Tag[ view_parse ] --START--
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Run ParseTemplate Behavior [ RunTime:0.015287s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015419s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Tag[ view_filter ] --START--
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Run ContentReplace Behavior [ RunTime:0.000848s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Run TokenBuild Behavior [ RunTime:0.000586s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000437s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.001047s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003245s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Tag[ view_end ] --START--
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000760s ]
[ 2014-10-10T16:44:33+08:00 ] /ak911/index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000875s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Run CheckRoute Behavior [ RunTime:0.001363s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001530s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001040s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001187s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.009428s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000402s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006772s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000294s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined index: name PublicAction.class.php 第 259 行.
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.004979s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) LIMIT 1   [ RunTime:0.000299s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT * FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) ORDER BY baile desc,id desc LIMIT 0,20   [ RunTime:0.000548s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.005923s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '1' ) AND ( `s_uid` = '1' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000269s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_template ] --START--
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000702s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000784s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ParseTemplate Behavior [ RunTime:0.012039s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012136s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ContentReplace Behavior [ RunTime:0.000470s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Run TokenBuild Behavior [ RunTime:0.000511s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000410s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000567s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002209s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_end ] --START--
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000466s ]
[ 2014-10-10T16:44:34+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000542s ]
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | INFO: Run CheckRoute Behavior [ RunTime:0.004866s ]
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.005051s ]
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001040s ]
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001180s ]
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008079s ]
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000383s ]
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005830s ]
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000305s ]
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000234s ]
[ 2014-10-10T16:44:38+08:00 ] /ak911/index.php/YouZi/codys/ | SQL: SELECT `id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `passopen` = 'c4ca4238a0b923820dcc509a6f75849b' ) LIMIT 1   [ RunTime:0.000199s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Run CheckRoute Behavior [ RunTime:0.000753s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000860s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000707s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000792s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008049s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000365s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.007329s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000289s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000233s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --START--
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000662s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000747s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Run ParseTemplate Behavior [ RunTime:0.012130s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012239s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Run ContentReplace Behavior [ RunTime:0.000522s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Run TokenBuild Behavior [ RunTime:0.000552s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000316s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000551s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002139s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --START--
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000448s ]
[ 2014-10-10T16:44:39+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000520s ]
[ 2014-10-10T16:45:44+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T16:45:44+08:00 ] /ak911/index.php/Public/login/ | INFO: Run CheckRoute Behavior [ RunTime:0.000722s ]
[ 2014-10-10T16:45:44+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000819s ]
[ 2014-10-10T16:45:44+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T16:45:44+08:00 ] /ak911/index.php/Public/login/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000556s ]
[ 2014-10-10T16:45:44+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000631s ]
[ 2014-10-10T16:45:44+08:00 ] /ak911/index.php/Public/login/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
