[ 2014-10-05T18:51:00+08:00 ] /index.php/Public/News/ | INFO: Tag[ route_check ] --START--
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/codys/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/codys/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004860s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/codys/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004995s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/codys/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/codys/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/codys/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.010664s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/codys/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '295' ) AND ( `user_id` = '666666' ) LIMIT 1   [ RunTime:0.000581s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/codys/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.008375s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/codys/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.004117s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/codys/ | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/codys/ | SQL: SELECT `id`,`is_agent` FROM `xt_fck` WHERE ( `id` = '295' ) AND ( `passopen` = 'e3ceb5881a0a1fdaad01296d7554868d' ) LIMIT 1   [ RunTime:0.000478s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ route_check ] --START--
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Run CheckRoute Behavior [ RunTime:0.001895s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ route_check ] --END-- [ RunTime:0.002198s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Run ReadHtmlCache Behavior [ RunTime:0.005088s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ app_begin ] --END-- [ RunTime:0.005237s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.011585s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '295' ) AND ( `user_id` = '666666' ) LIMIT 1   [ RunTime:0.004319s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.004449s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000512s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SHOW COLUMNS FROM `xt_jydt` [ RunTime:0.006425s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | NOTIC: [8] Undefined index:  isp FckAction.class.php 第 40 行.
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `str6` FROM `xt_fee` LIMIT 1   [ RunTime:0.000411s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT * FROM `xt_fck` WHERE ( `id` = '295' ) LIMIT 1   [ RunTime:0.000942s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT * FROM `xt_jydt` WHERE uid=295 ORDER BY id desc  [ RunTime:0.000734s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT * FROM `xt_jydt` WHERE uid!=295 and status=0 ORDER BY id desc  [ RunTime:0.000480s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_template ] --START--
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Run LocationTemplate Behavior [ RunTime:0.001437s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_template ] --END-- [ RunTime:0.001577s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `user_id` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000613s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000486s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000374s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000370s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000355s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000360s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `user_id` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000341s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000383s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000361s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000370s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000351s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `bank_name`,`bank_card`,`user_tel`,`qq`,`user_name` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000533s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Run ParseTemplate Behavior [ RunTime:0.082658s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_parse ] --END-- [ RunTime:0.082796s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Run ContentReplace Behavior [ RunTime:0.000921s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Run TokenBuild Behavior [ RunTime:0.000999s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Run WriteHtmlCache Behavior [ RunTime:0.004390s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Run ShowRuntime Behavior [ RunTime:0.001177s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007930s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_end ] --START--
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Run ShowPageTrace Behavior [ RunTime:0.000940s ]
[ 2014-10-05T18:54:35+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_end ] --END-- [ RunTime:0.001075s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | INFO: Tag[ route_check ] --START--
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | INFO: Run CheckRoute Behavior [ RunTime:0.001922s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002110s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001303s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001534s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.011658s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000590s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.009019s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000484s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/codys/ | SQL: SELECT `id`,`is_agent` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `passopen` = 'b342d105243f7ab1699d23df0c09fd45' ) LIMIT 1   [ RunTime:0.000514s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ route_check ] --START--
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Run CheckRoute Behavior [ RunTime:0.001931s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ route_check ] --END-- [ RunTime:0.002122s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004968s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ app_begin ] --END-- [ RunTime:0.005122s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.012263s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000581s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.011898s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000565s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | SQL: SHOW COLUMNS FROM `xt_jydt` [ RunTime:0.003124s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | NOTIC: [8] Undefined index:  isp FckAction.class.php 第 40 行.
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT `str6` FROM `xt_fee` LIMIT 1   [ RunTime:0.000438s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT * FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.001059s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT * FROM `xt_jydt` WHERE uid=1 ORDER BY id desc  [ RunTime:0.000541s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | SQL: SELECT * FROM `xt_jydt` WHERE uid!=1 and status=0 ORDER BY id desc  [ RunTime:0.000528s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_template ] --START--
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Run LocationTemplate Behavior [ RunTime:0.000904s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_template ] --END-- [ RunTime:0.004820s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Run ParseTemplate Behavior [ RunTime:0.067095s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_parse ] --END-- [ RunTime:0.067265s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Run ContentReplace Behavior [ RunTime:0.000930s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Run TokenBuild Behavior [ RunTime:0.001056s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000552s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Run ShowRuntime Behavior [ RunTime:0.001104s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004022s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_end ] --START--
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Run ShowPageTrace Behavior [ RunTime:0.001079s ]
[ 2014-10-05T18:54:41+08:00 ] /index.php/Fck/list_jydt | INFO: Tag[ view_end ] --END-- [ RunTime:0.001245s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/js/ie-css3.htc | ERR: (ThinkException) 无法加载模块js
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ route_check ] --START--
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Run CheckRoute Behavior [ RunTime:0.005517s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ route_check ] --END-- [ RunTime:0.005711s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001251s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001407s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.011528s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '295' ) AND ( `user_id` = '666666' ) LIMIT 1   [ RunTime:0.000592s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.008532s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000537s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | SQL: SHOW COLUMNS FROM `xt_jydt` [ RunTime:0.002958s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | SQL: SELECT * FROM `xt_jydt` WHERE ( `id` IN ('8') ) AND ( `status` = 0 )  [ RunTime:0.000711s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | SQL: SELECT `agent_use`,`user_id` FROM `xt_fck` WHERE ( `id` = '295' ) LIMIT 1   [ RunTime:0.000459s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_template ] --START--
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Run LocationTemplate Behavior [ RunTime:0.001685s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_template ] --END-- [ RunTime:0.001877s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ParseTemplate Behavior [ RunTime:0.035736s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_parse ] --END-- [ RunTime:0.035928s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ContentReplace Behavior [ RunTime:0.000722s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Run TokenBuild Behavior [ RunTime:0.000803s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Run WriteHtmlCache Behavior [ RunTime:0.004245s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ShowRuntime Behavior [ RunTime:0.001125s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007325s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_end ] --START--
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ShowPageTrace Behavior [ RunTime:0.001027s ]
[ 2014-10-05T18:54:42+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_end ] --END-- [ RunTime:0.001163s ]
[ 2014-10-05T18:54:53+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ route_check ] --START--
[ 2014-10-05T18:54:53+08:00 ] /index.php/Fck/mairu_AC | INFO: Run CheckRoute Behavior [ RunTime:0.001929s ]
[ 2014-10-05T18:54:53+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ route_check ] --END-- [ RunTime:0.002121s ]
[ 2014-10-05T18:54:53+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T18:54:53+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001248s ]
[ 2014-10-05T18:54:53+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001386s ]
[ 2014-10-05T18:54:53+08:00 ] /index.php/Fck/mairu_AC | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T18:54:53+08:00 ] /index.php/Fck/mairu_AC | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T18:54:53+08:00 ] /index.php/Fck/mairu_AC | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.012266s ]
[ 2014-10-05T18:54:53+08:00 ] /index.php/Fck/mairu_AC | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '295' ) AND ( `user_id` = '666666' ) LIMIT 1   [ RunTime:0.000668s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.012674s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000561s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | SQL: SHOW COLUMNS FROM `xt_jydt` [ RunTime:0.002735s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | SQL: SELECT * FROM `xt_jydt` WHERE ( `id` IN ('8') ) AND ( `status` = 0 )  [ RunTime:0.004262s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | SQL: SELECT `agent_use`,`user_id` FROM `xt_fck` WHERE ( `id` = '295' ) LIMIT 1   [ RunTime:0.000558s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_template ] --START--
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Run LocationTemplate Behavior [ RunTime:0.004958s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_template ] --END-- [ RunTime:0.005109s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ParseTemplate Behavior [ RunTime:0.030066s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_parse ] --END-- [ RunTime:0.030229s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ContentReplace Behavior [ RunTime:0.000785s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Run TokenBuild Behavior [ RunTime:0.000843s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Run WriteHtmlCache Behavior [ RunTime:0.004259s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ShowRuntime Behavior [ RunTime:0.001257s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007537s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_end ] --START--
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Run ShowPageTrace Behavior [ RunTime:0.001061s ]
[ 2014-10-05T18:54:54+08:00 ] /index.php/Fck/mairu_AC | INFO: Tag[ view_end ] --END-- [ RunTime:0.001198s ]
[ 2014-10-05T18:55:10+08:00 ] /index.php/Fck/jy_AC | INFO: Tag[ route_check ] --START--
[ 2014-10-05T18:55:10+08:00 ] /index.php/Fck/jy_AC | INFO: Run CheckRoute Behavior [ RunTime:0.001756s ]
[ 2014-10-05T18:55:10+08:00 ] /index.php/Fck/jy_AC | INFO: Tag[ route_check ] --END-- [ RunTime:0.001928s ]
[ 2014-10-05T18:55:10+08:00 ] /index.php/Fck/jy_AC | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T18:55:10+08:00 ] /index.php/Fck/jy_AC | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001155s ]
[ 2014-10-05T18:55:10+08:00 ] /index.php/Fck/jy_AC | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001283s ]
[ 2014-10-05T18:55:10+08:00 ] /index.php/Fck/jy_AC | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
