[ 2014-10-23T14:06:42+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/1 | INFO: Tag[ route_check ] --START--
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Run CheckRoute Behavior [ RunTime:0.000841s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Tag[ route_check ] --END-- [ RunTime:0.000935s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000692s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000766s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.011826s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000407s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006484s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000442s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000310s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | NOTIC: [8] Undefined index: UserID YouZiAction.class.php 第 4081 行.
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | SQL: SELECT COUNT(*) AS tp_count FROM `xt_fck` WHERE ( `is_agent` > 0 ) LIMIT 1   [ RunTime:0.000368s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | SQL: SELECT * FROM `xt_fck` WHERE ( `is_agent` > 0 ) ORDER BY id desc LIMIT 0,10   [ RunTime:0.001090s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Tag[ view_template ] --START--
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Run LocationTemplate Behavior [ RunTime:0.001217s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Tag[ view_template ] --END-- [ RunTime:0.001302s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Run ParseTemplate Behavior [ RunTime:0.014893s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014987s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Tag[ view_filter ] --START--
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Run ContentReplace Behavior [ RunTime:0.000622s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Run TokenBuild Behavior [ RunTime:0.000638s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000440s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Run ShowRuntime Behavior [ RunTime:0.000682s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002594s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Tag[ view_end ] --START--
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Run ShowPageTrace Behavior [ RunTime:0.000595s ]
[ 2014-10-23T14:25:56+08:00 ] /ak911/index.php/YouZi/adminAgents | INFO: Tag[ view_end ] --END-- [ RunTime:0.000671s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | INFO: Tag[ route_check ] --START--
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | INFO: Run CheckRoute Behavior [ RunTime:0.000851s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000962s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001290s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001428s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008208s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000420s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006516s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000308s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000433s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/5 | NOTIC: [8] Undefined index: Urlsz YouZiAction.class.php 第 40 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Tag[ route_check ] --START--
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Run CheckRoute Behavior [ RunTime:0.001061s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Tag[ route_check ] --END-- [ RunTime:0.001162s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000761s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000834s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007327s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000421s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005774s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000247s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000351s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SHOW COLUMNS FROM `xt_times` [ RunTime:0.004942s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SELECT * FROM `xt_times` WHERE is_count=0 ORDER BY  id desc LIMIT 1   [ RunTime:0.000370s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SHOW COLUMNS FROM `xt_bonus` [ RunTime:0.005864s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SELECT SUM(cpzj) AS tp_sum FROM `xt_fck` WHERE ( `is_pay` = 1 ) AND ( (`pdt` > '1413647999') AND (`pdt` <= 1414045571)  ) LIMIT 1   [ RunTime:0.000303s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SELECT `s18` FROM `xt_fee` LIMIT 1   [ RunTime:0.000178s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SELECT COUNT(*) AS tp_count FROM `xt_times` WHERE is_count=0 LIMIT 1   [ RunTime:0.000347s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SELECT * FROM `xt_times` WHERE is_count=0 ORDER BY id desc LIMIT 0,10   [ RunTime:0.000267s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined index: 3 YouZiAction.class.php 第 1950 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SELECT SUM(cpzj) AS tp_sum FROM `xt_fck` WHERE ( `is_pay` = 1 ) AND ( (`pdt` > '1262275200') AND (`pdt` <= '1413647999')  ) LIMIT 1   [ RunTime:0.000301s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | SQL: SELECT * FROM `xt_bonus` WHERE  s_date>= '1262275200' And e_date<= '1413647999'   [ RunTime:0.000355s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined variable: Numb2 YouZiAction.class.php 第 1969 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined offset: 1 YouZiAction.class.php 第 1969 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined index: 1 YouZiAction.class.php 第 1969 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined variable: Numb3 YouZiAction.class.php 第 1970 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined offset: 1 YouZiAction.class.php 第 1970 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined index: 1 YouZiAction.class.php 第 1970 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined variable: Numb4 YouZiAction.class.php 第 1971 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined offset: 1 YouZiAction.class.php 第 1971 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined index: 1 YouZiAction.class.php 第 1971 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [2] Division by zero YouZiAction.class.php 第 1976 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [2] Division by zero YouZiAction.class.php 第 1980 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [2] Division by zero YouZiAction.class.php 第 1981 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [2] Division by zero YouZiAction.class.php 第 1982 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [2] Division by zero YouZiAction.class.php 第 1983 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined index: 5 YouZiAction.class.php 第 1987 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined index: 6 YouZiAction.class.php 第 1988 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined index: 7 YouZiAction.class.php 第 1989 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [2] Division by zero YouZiAction.class.php 第 1990 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [2] Division by zero YouZiAction.class.php 第 1991 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [2] Division by zero YouZiAction.class.php 第 1992 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | NOTIC: [8] Undefined index: p YouZiAction.class.php 第 1997 行.
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Tag[ view_template ] --START--
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Run LocationTemplate Behavior [ RunTime:0.000955s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Tag[ view_template ] --END-- [ RunTime:0.001031s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Run ParseTemplate Behavior [ RunTime:0.010985s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011075s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Tag[ view_filter ] --START--
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Run ContentReplace Behavior [ RunTime:0.000641s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Run TokenBuild Behavior [ RunTime:0.001061s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000571s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Run ShowRuntime Behavior [ RunTime:0.000754s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003258s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Tag[ view_end ] --START--
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Run ShowPageTrace Behavior [ RunTime:0.000646s ]
[ 2014-10-23T14:26:11+08:00 ] /ak911/index.php/YouZi/adminFinance | INFO: Tag[ view_end ] --END-- [ RunTime:0.000731s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | INFO: Tag[ route_check ] --START--
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | INFO: Run CheckRoute Behavior [ RunTime:0.000854s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000946s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000707s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000780s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007417s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000418s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005843s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000346s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000288s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/8 | NOTIC: [8] Undefined index: Urlsz YouZiAction.class.php 第 40 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | INFO: Tag[ route_check ] --START--
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | INFO: Run CheckRoute Behavior [ RunTime:0.000907s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | INFO: Tag[ route_check ] --END-- [ RunTime:0.001008s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000796s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000877s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008719s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000514s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.008162s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000372s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000353s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | SQL: SHOW COLUMNS FROM `xt_bonus` [ RunTime:0.005746s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | SQL: SHOW COLUMNS FROM `xt_times` [ RunTime:0.004158s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | SQL: SELECT `s18` FROM `xt_fee` LIMIT 1   [ RunTime:0.000231s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | SQL: select id from xt_bonus  group by did [ RunTime:0.000360s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined index: FanNowDate YouZiAction.class.php 第 2168 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | SQL: select e_date,did,sum(b0) as b0,sum(b1) as b1,sum(b2) as b2,sum(b3) as b3,sum(b4) as b4,sum(b5) as b5,sum(b6) as b6,sum(b7) as b7,sum(b8) as b8,sum(b9) as b9,sum(b10) as b10,sum(b11) as b11,sum(b12) as b12,sum(b13) as b13,sum(b14) as b14,sum(b15) as b15,sum(b16) as b16,sum(b17) as b17,sum(b18) as b18,sum(b19) as b19,sum(b20) as b20,sum(b25) as b25 from xt_bonus  group by did  order by did desc limit 0,10 [ RunTime:0.001115s ]
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 0 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 1 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 2 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 3 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 4 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 5 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 6 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 7 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 8 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 9 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 10 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 11 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 12 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 13 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 14 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 15 YouZiAction.class.php 第 2185 行.
[ 2014-10-23T14:26:13+08:00 ] /ak911/index.php/YouZi/adminFinanceTable | NOTIC: [8] Undefined offset: 16 YouZiAction.class.php 第 2185 行.
